-1.000000000000000000e+00 -1.489999999999999858e+01
-9.145728643216080034e-01 -1.245329251794710501e+01
-8.291457286432161178e-01 -1.019010914796857747e+01
-7.437185929648241212e-01 -8.101092678675883008e+00
-6.582914572864322356e-01 -6.177209296854453413e+00
-5.728643216080402389e-01 -4.409741664888537471e+00
-4.874371859296482423e-01 -2.790282068145764960e+00
-4.020100502512563567e-01 -1.310725632321300349e+00
-3.165829145728643601e-01 3.673638925833211388e-02
-2.311557788944723635e-01 1.259623258371791454e+00
-1.457286432160804779e-01 2.365171324679818277e+00
-6.030150753768848126e-02 3.360340528542501204e+00
2.512562814070351536e-02 4.251820833876886141e+00
1.105527638190955120e-01 5.046038591054957223e+00
1.959798994974872866e-01 5.749162829841967692e+00
2.814070351758792832e-01 6.367111482375144682e+00
3.668341708542712798e-01 6.905557536182726608e+00
4.522613065326632764e-01 7.369935117243382017e+00
5.376884422110552730e-01 7.765445503085974366e+00
6.231155778894470476e-01 8.097063065929697601e+00
7.085427135678390442e-01 8.369541145864555887e+00
7.939698492462310409e-01 8.587417854072203482e+00
8.793969849246230375e-01 8.755021806087166070e+00
9.648241206030150341e-01 8.876477785098380480e+00
1.050251256281407031e+00 8.955712335291135417e+00
1.135678391959798805e+00 8.996459285229331471e+00
1.221105527638191024e+00 9.002265201278140339e+00
1.306532663316582799e+00 8.976494771066976242e+00
1.391959798994974573e+00 8.922336116992871879e+00
1.477386934673366792e+00 8.842806039764187886e+00
1.562814070351758566e+00 8.740755191984671768e+00
1.648241206030150785e+00 8.618873181777896519e+00
1.733668341708542560e+00 8.479693606452066490e+00
1.819095477386934334e+00 8.325599016205135428e+00
1.904522613065326553e+00 8.158825807870318414e+00
1.989949748743718327e+00 7.981469048701987035e+00
2.075376884422110546e+00 7.795487230201851858e+00
2.160804020100502321e+00 7.602706951985579664e+00
2.246231155778894095e+00 7.404827535689695317e+00
2.331658291457286314e+00 7.203425568918919275e+00
2.417085427135678088e+00 6.999959379233809287e+00
2.502512562814070307e+00 6.795773438178773773e+00
2.587939698492462082e+00 6.592102695350432917e+00
2.673366834170853856e+00 6.390076842506390520e+00
2.758793969849246075e+00 6.190724507714283398e+00
2.844221105527637850e+00 5.994977379541287732e+00
2.929648241206030068e+00 5.803674261283842561e+00
3.015075376884421843e+00 5.617565055237882632e+00
3.100502512562814061e+00 5.437314677009391417e+00
3.185929648241205392e+00 5.263506899865188160e+00
3.271356783919597611e+00 5.096648129124216275e+00
3.356783919597989829e+00 4.937171106589238079e+00
3.442211055276382048e+00 4.785438545018660506e+00
3.527638190954773378e+00 4.641746692638844429e+00
3.613065326633165597e+00 4.506328827696947315e+00
3.698492462311557816e+00 4.379358683053796497e+00
3.783919597989949146e+00 4.260953800817369519e+00
3.869346733668341365e+00 4.151178817016502265e+00
3.954773869346733584e+00 4.050048676315018525e+00
4.040201005025124914e+00 3.957531776766249010e+00
4.125628140703517133e+00 3.873553044607724871e+00
4.211055276381909351e+00 3.797996939096490721e+00
4.296482412060301570e+00 3.730710387384649884e+00
