-1.000000000000000000e+00 -7.449999999999999289e+00
-9.145728643216080034e-01 -6.226646258973552506e+00
-8.291457286432161178e-01 -5.095054573984288737e+00
-7.437185929648241212e-01 -4.050546339337941504e+00
-6.582914572864322356e-01 -3.088604648427226707e+00
-5.728643216080402389e-01 -2.204870832444268736e+00
-4.874371859296482423e-01 -1.395141034072882480e+00
-4.020100502512563567e-01 -6.553628161606501745e-01
-3.165829145728643601e-01 1.836819462916605694e-02
-2.311557788944723635e-01 6.298116291858957272e-01
-1.457286432160804779e-01 1.182585662339909138e+00
-6.030150753768848126e-02 1.680170264271250602e+00
2.512562814070351536e-02 2.125910416938443070e+00
1.105527638190955120e-01 2.523019295527478612e+00
1.959798994974872866e-01 2.874581414920983846e+00
2.814070351758792832e-01 3.183555741187572341e+00
3.668341708542712798e-01 3.452778768091363304e+00
4.522613065326632764e-01 3.684967558621691008e+00
5.376884422110552730e-01 3.882722751542987183e+00
6.231155778894470476e-01 4.048531532964848800e+00
7.085427135678390442e-01 4.184770572932277943e+00
7.939698492462310409e-01 4.293708927036101741e+00
8.793969849246230375e-01 4.377510903043583035e+00
9.648241206030150341e-01 4.438238892549190240e+00
1.050251256281407031e+00 4.477856167645567709e+00
1.135678391959798805e+00 4.498229642614665735e+00
1.221105527638191024e+00 4.501132600639070169e+00
1.306532663316582799e+00 4.488247385533488121e+00
1.391959798994974573e+00 4.461168058496435940e+00
1.477386934673366792e+00 4.421403019882093943e+00
1.562814070351758566e+00 4.370377595992335884e+00
1.648241206030150785e+00 4.309436590888948260e+00
1.733668341708542560e+00 4.239846803226033245e+00
1.819095477386934334e+00 4.162799508102567714e+00
1.904522613065326553e+00 4.079412903935159207e+00
1.989949748743718327e+00 3.990734524350993517e+00
2.075376884422110546e+00 3.897743615100925929e+00
2.160804020100502321e+00 3.801353475992789832e+00
2.246231155778894095e+00 3.702413767844847658e+00
2.331658291457286314e+00 3.601712784459459638e+00
2.417085427135678088e+00 3.499979689616904643e+00
2.502512562814070307e+00 3.397886719089386887e+00
2.587939698492462082e+00 3.296051347675216459e+00
2.673366834170853856e+00 3.195038421253195260e+00
2.758793969849246075e+00 3.095362253857141699e+00
2.844221105527637850e+00 2.997488689770643866e+00
2.929648241206030068e+00 2.901837130641921281e+00
3.015075376884421843e+00 2.808782527618941316e+00
3.100502512562814061e+00 2.718657338504695709e+00
3.185929648241205392e+00 2.631753449932594080e+00
3.271356783919597611e+00 2.548324064562108138e+00
3.356783919597989829e+00 2.468585553294619039e+00
3.442211055276382048e+00 2.392719272509330253e+00
3.527638190954773378e+00 2.320873346319422215e+00
3.613065326633165597e+00 2.253164413848473657e+00
3.698492462311557816e+00 2.189679341526898249e+00
3.783919597989949146e+00 2.130476900408684759e+00
3.869346733668341365e+00 2.075589408508251132e+00
3.954773869346733584e+00 2.025024338157509263e+00
4.040201005025124914e+00 1.978765888383124505e+00
4.125628140703517133e+00 1.936776522303862436e+00
4.211055276381909351e+00 1.898998469548245360e+00
4.296482412060301570e+00 1.865355193692324942e+00
4.381909547738692901e+00 1.835752824717619802e+00
4.467336683417085119e+00 1.810081556489174570e+00
4.552763819095477338e+00 1.788217009254047252e+00
4.638190954773868668e+00 1.770021557159590753e+00
4.723618090452260887e+00 1.755345620792286399e+00
4.809045226130653106e+00 1.744028924736503505e+00
4.894472361809045324e+00 1.735901720153564476e+00
4.979899497487436655e+00 1.730785972380941562e+00
5.065326633165828873e+00 1.728496513551628588e+00
5.150753768844221092e+00 1.728842160233718506e+00
5.236180904522612423e+00 1.731626796090175002e+00
5.321608040201004641e+00 1.736650419558689595e+00
5.407035175879396860e+00 1.743710156551926183e+00
5.492462311557788190e+00 1.752601238177557974e+00
5.577889447236180409e+00 1.763117943479028282e+00
5.663316582914572628e+00 1.775054507195938491e+00
5.748743718592964846e+00 1.788205992545033984e+00
5.834170854271356177e+00 1.802369129021051730e+00
5.919597989949748396e+00 1.817343115218121863e+00
6.005025125628140614e+00 1.832930386670901468e+00
6.090452261306531945e+00 1.848937348716237494e+00
6.175879396984924163e+00 1.865175074374826991e+00
6.261306532663316382e+00 1.881459967253231280e+00
6.346733668341707713e+00 1.897614389465663409e+00
6.432160804020099931e+00 1.913467254576687981e+00
6.517587939698492150e+00 1.928854585563225532e+00
6.603015075376884369e+00 1.943620037797372913e+00
6.688442211055275699e+00 1.957615387049350897e+00
6.773869346733667918e+00 1.970700982509930199e+00
6.859296482412060136e+00 1.982746164834468861e+00
6.944723618090451467e+00 1.993629649205177046e+00
7.030150753768843686e+00 2.003239873415426864e+00
7.115577889447235904e+00 2.011475310973401154e+00
7.201005025125628123e+00 2.018244749225217571e+00
7.286432160804020342e+00 2.023467532500137445e+00
7.371859296482410784e+00 2.027073770273651654e+00
7.457286432160803002e+00 2.029004510352701018e+00
7.542713567839195221e+00 2.029211877079847959e+00
7.628140703517587440e+00 2.027659174558087862e+00
7.713567839195979658e+00 2.024320954896036806e+00
7.798994974874371877e+00 2.019183051472667856e+00
7.884422110552764096e+00 2.012242577223063655e+00
7.969849246231154538e+00 2.003507887943480448e+00
8.055276381909546757e+00 1.992998510617217001e+00
8.140703517587938975e+00 1.980745036760374056e+00
8.226130653266331194e+00 1.966788980788231278e+00
8.311557788944723413e+00 1.951182603400579030e+00
8.396984924623115631e+00 1.933988699989538818e+00
8.482412060301507850e+00 1.915280354064103463e+00
8.567839195979898292e+00 1.895140655698909438e+00
8.653266331658290511e+00 1.873662384999872366e+00
8.738693467336682730e+00 1.850947660591817145e+00
8.824120603015074948e+00 1.827107553125482786e+00
8.909547738693467167e+00 1.802261663805176717e+00
8.994974874371859386e+00 1.776537667936419762e+00
9.080402010050249828e+00 1.750070823493530048e+00
9.165829145728642047e+00 1.723003444707595921e+00
9.251256281407034265e+00 1.695484340675109669e+00
9.336683417085426484e+00 1.667668218985658424e+00
9.422110552763818703e+00 1.639715054371386982e+00
9.507537688442210921e+00 1.611789422374727998e+00
9.592964824120603140e+00 1.584059798037618760e+00
9.678391959798993582e+00 1.556697819610919353e+00
